"Name","Team","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","H","ISO","BABIP","BB%","K%","Bat","PA","playerid"
"Barry Bonds","Giants","13.8 %","66.6 %","36.8 %","53.9 %","90.5 %","82.8 %","43.7 %","31.3 %","5.7 %","925",".402",".283","27.7 %","10.5 %","542.9","4072","1109"
"Albert Pujols","Cardinals","20.1 %","65.2 %","41.9 %","67.5 %","92.2 %","86.1 %","48.3 %","46.4 %","5.7 %","1900",".293",".315","13.5 %","9.5 %","590.7","6782","1177"
"Manny Ramirez","- - -","19.9 %","69.4 %","44.2 %","58.2 %","87.1 %","80.5 %","49.2 %","47.0 %","8.4 %","1641",".277",".343","14.1 %","18.5 %","449.9","6194","210"
"Larry Walker","- - -","16.2 %","71.7 %","43.9 %","41.5 %","83.4 %","75.7 %","50.0 %","37.0 %","10.6 %","729",".247",".340","13.7 %","15.3 %","142.6","2773","455"
"Todd Helton","Rockies","18.3 %","68.3 %","42.8 %","75.7 %","90.7 %","87.5 %","49.1 %","42.4 %","5.3 %","1858",".230",".340","15.5 %","12.1 %","359.3","6884","432"
"Alex Rodriguez","- - -","20.6 %","67.9 %","43.7 %","51.7 %","83.2 %","75.6 %","48.9 %","45.6 %","10.5 %","1881",".279",".313","12.3 %","18.2 %","478.0","7363","1274"
"Joey Votto","Reds","26.5 %","73.3 %","47.6 %","62.2 %","83.6 %","77.0 %","45.1 %","57.8 %","10.8 %","511",".243",".353","12.0 %","18.6 %","113.9","1870","4314"
"Jason Giambi","- - -","15.5 %","63.7 %","38.6 %","51.0 %","85.6 %","78.4 %","47.9 %","39.1 %","8.3 %","1214",".264",".286","17.4 %","18.0 %","359.4","5609","818"
"Jim Thome","- - -","17.9 %","68.2 %","41.2 %","41.7 %","78.1 %","69.7 %","46.3 %","41.5 %","12.3 %","1333",".295",".309","17.2 %","25.1 %","352.1","6021","409"
"Lance Berkman","- - -","18.4 %","71.1 %","43.1 %","49.5 %","86.4 %","78.0 %","46.7 %","45.0 %","9.3 %","1653",".251",".318","15.5 %","16.6 %","393.3","6730","548"
"Chipper Jones","Braves","14.1 %","71.3 %","41.6 %","56.9 %","85.8 %","80.7 %","48.1 %","40.4 %","7.9 %","1619",".232",".317","15.1 %","13.0 %","362.1","6268","97"
"Matt Holliday","- - -","25.3 %","77.6 %","50.7 %","57.5 %","85.4 %","78.2 %","48.6 %","58.3 %","10.9 %","1216",".226",".348","9.1 %","16.2 %","199.9","4313","1873"
"Carlos Delgado","- - -","24.0 %","71.0 %","46.7 %","54.7 %","80.8 %","73.8 %","48.2 %","43.0 %","12.0 %","1416",".267",".306","13.4 %","18.9 %","308.2","5938","1297"
"Vladimir Guerrero","- - -","38.0 %","84.6 %","58.2 %","65.8 %","89.2 %","80.5 %","43.2 %","48.0 %","11.0 %","1929",".241",".318","9.0 %","10.8 %","344.3","6737","778"
"Miguel Cabrera","- - -","27.6 %","70.6 %","48.6 %","58.5 %","86.1 %","78.1 %","48.9 %","58.5 %","10.4 %","1400",".238",".345","10.5 %","18.1 %","267.7","5089","1744"
"Jeff Bagwell","Astros","16.7 %","74.3 %","44.6 %","46.3 %","81.7 %","74.9 %","48.5 %","34.0 %","11.1 %","867",".248",".305","14.2 %","18.0 %","168.2","3631","547"
"Gary Sheffield","- - -","18.4 %","63.6 %","40.7 %","62.0 %","89.9 %","83.5 %","49.5 %","40.0 %","6.7 %","1344",".233",".288","13.3 %","11.5 %","284.8","5399","114"
"Jim Edmonds","- - -","18.3 %","69.2 %","43.5 %","52.4 %","79.5 %","73.7 %","49.4 %","43.1 %","11.3 %","1181",".265",".322","14.4 %","23.3 %","254.9","5029","1153"
"Ryan Braun","Brewers","30.8 %","66.7 %","48.2 %","61.4 %","88.4 %","79.5 %","48.4 %","60.1 %","9.8 %","711",".247",".336","7.2 %","18.3 %","129.1","2548","3410"
"Ryan Howard","Phillies","26.9 %","71.8 %","47.3 %","40.6 %","78.9 %","67.0 %","45.5 %","54.5 %","15.2 %","902",".293",".328","12.4 %","27.5 %","174.4","3765","2154"
"David Ortiz","- - -","19.6 %","71.8 %","44.4 %","50.9 %","85.7 %","77.7 %","47.6 %","46.6 %","9.8 %","1505",".270",".298","13.3 %","18.4 %","282.8","6259","745"
"Sammy Sosa","- - -","23.4 %","75.0 %","48.1 %","44.5 %","76.2 %","68.1 %","47.8 %","36.3 %","15.2 %","995",".287",".307","12.3 %","22.9 %","197.8","4088","302"
"Josh Hamilton","- - -","33.8 %","80.7 %","54.6 %","58.0 %","83.2 %","74.5 %","44.3 %","59.1 %","13.8 %","553",".233",".344","8.3 %","18.5 %","84.5","1977","1875"
"Frank Thomas","- - -","13.6 %","62.7 %","38.2 %","61.3 %","88.0 %","83.2 %","50.0 %","43.1 %","6.4 %","904",".255",".277","14.8 %","16.5 %","186.4","3983","255"
"Prince Fielder","Brewers","27.3 %","68.6 %","45.9 %","55.4 %","86.3 %","76.2 %","45.0 %","53.8 %","10.7 %","826",".256",".298","13.0 %","19.1 %","162.4","3518","4613"
"Hanley Ramirez","- - -","22.3 %","65.4 %","43.6 %","63.8 %","89.8 %","83.1 %","49.5 %","59.3 %","7.3 %","934",".207",".347","9.6 %","16.0 %","151.2","3372","8001"
"Ellis Burks","- - -","17.4 %","70.2 %","45.2 %","42.6 %","84.6 %","76.9 %","52.6 %","26.7 %","10.4 %","472",".238",".314","10.6 %","16.4 %","86.7","1808","372"
"Mark Teixeira","- - -","21.6 %","67.0 %","43.1 %","56.4 %","88.5 %","80.1 %","47.4 %","55.2 %","8.5 %","1321",".251",".303","11.5 %","17.4 %","226.3","5350","1281"
"Kevin Youkilis","Red Sox","17.9 %","57.8 %","38.4 %","61.9 %","90.4 %","83.9 %","51.4 %","57.0 %","6.1 %","816",".203",".333","12.5 %","17.9 %","132.9","3292","1935"
"Edgar Martinez","Mariners","15.4 %","60.9 %","37.9 %","52.9 %","88.0 %","80.8 %","49.6 %","30.9 %","7.2 %","689",".204",".321","14.5 %","16.3 %","137.3","2805","1086"
"Magglio Ordonez","- - -","20.5 %","75.4 %","48.6 %","62.9 %","89.4 %","83.9 %","51.2 %","45.7 %","7.8 %","1711",".204",".323","9.1 %","11.3 %","257.6","6060","248"
"David Wright","Mets","21.2 %","67.3 %","44.2 %","62.4 %","88.4 %","82.2 %","49.8 %","56.5 %","7.8 %","1149",".211",".343","11.1 %","18.5 %","198.3","4336","3787"
"Chase Utley","Phillies","21.9 %","62.0 %","41.8 %","64.8 %","90.6 %","83.8 %","49.6 %","55.0 %","6.7 %","1095",".221",".314","9.8 %","15.5 %","172.9","4324","1679"
"J.D. Drew","- - -","16.4 %","64.5 %","39.9 %","52.4 %","86.7 %","79.4 %","48.8 %","44.5 %","8.1 %","1278",".219",".316","14.4 %","18.4 %","223.4","5396","1152"
"Brian Giles","- - -","12.9 %","64.1 %","37.8 %","72.4 %","94.7 %","90.8 %","48.7 %","41.0 %","3.4 %","1490",".205",".293","15.1 %","10.0 %","287.7","6176","990"
"Travis Hafner","- - -","19.9 %","66.8 %","42.3 %","49.0 %","83.0 %","74.7 %","47.9 %","55.0 %","10.6 %","913",".236",".316","12.9 %","20.0 %","177.3","3852","1573"
"Adam Dunn","- - -","19.3 %","65.9 %","40.8 %","45.9 %","79.9 %","71.2 %","46.1 %","51.5 %","11.6 %","1246",".271",".296","16.3 %","26.9 %","238.4","6065","319"
"Moises Alou","- - -","19.9 %","79.9 %","50.0 %","55.3 %","89.2 %","82.5 %","50.2 %","41.2 %","8.7 %","1168",".214",".306","9.5 %","9.9 %","163.8","4227","261"
"Joe Mauer","Twins","20.1 %","56.0 %","37.6 %","76.2 %","93.5 %","88.8 %","48.8 %","53.5 %","4.1 %","1011",".154",".344","12.1 %","9.8 %","155.5","3578","1857"
"Bobby Abreu","- - -","14.5 %","55.6 %","34.9 %","53.7 %","88.9 %","81.5 %","49.8 %","43.6 %","6.4 %","1867",".193",".336","14.8 %","17.8 %","310.9","7599","945"
"Shin-Soo Choo","- - -","24.3 %","69.5 %","45.1 %","55.3 %","84.5 %","76.0 %","46.1 %","55.9 %","10.7 %","488",".191",".360","11.9 %","21.1 %","84.1","1921","3174"
"Derrek Lee","- - -","18.1 %","66.2 %","42.0 %","51.1 %","84.7 %","77.4 %","49.8 %","46.6 %","9.4 %","1678",".223",".326","11.5 %","19.4 %","246.4","6674","525"
"Jeff Kent","- - -","19.8 %","74.1 %","47.3 %","52.4 %","87.9 %","80.6 %","50.6 %","43.4 %","9.1 %","1429",".217",".316","9.4 %","14.0 %","209.9","5377","1119"
"Luis Gonzalez","- - -","16.9 %","68.2 %","42.1 %","64.9 %","90.8 %","85.5 %","49.2 %","36.3 %","6.0 %","1349",".220",".290","12.5 %","11.3 %","173.1","5466","55"
"Jason Bay","- - -","21.0 %","63.8 %","42.1 %","53.8 %","81.0 %","74.1 %","49.4 %","56.9 %","10.8 %","1017",".231",".327","12.4 %","23.0 %","156.1","4298","1717"
"Jorge Posada","Yankees","17.4 %","64.9 %","40.3 %","47.6 %","88.3 %","79.2 %","48.2 %","42.8 %","8.3 %","1346",".209",".323","13.5 %","20.3 %","213.8","5678","841"
"Rafael Palmeiro","- - -","15.5 %","69.8 %","41.8 %","59.6 %","91.4 %","85.3 %","48.4 %","33.1 %","6.1 %","862",".249",".253","13.8 %","11.7 %","121.7","3782","1266"
"Evan Longoria","Rays","25.3 %","65.1 %","44.4 %","58.3 %","84.9 %","77.1 %","48.1 %","55.3 %","10.0 %","455",".237",".321","10.3 %","21.0 %","75.6","1840","9368"
"Nick Johnson","- - -","14.2 %","59.2 %","36.5 %","58.2 %","88.9 %","82.8 %","49.6 %","49.0 %","6.2 %","705",".173",".309","15.9 %","17.0 %","110.4","3214","828"
"Troy Glaus","- - -","17.4 %","65.3 %","41.2 %","46.9 %","80.9 %","73.7 %","49.8 %","41.0 %","10.8 %","1207",".244",".281","13.9 %","21.3 %","175.3","5542","15"
"Scott Rolen","- - -","19.8 %","69.2 %","45.0 %","63.2 %","89.1 %","83.5 %","50.9 %","46.5 %","7.4 %","1465",".212",".304","10.3 %","15.1 %","184.8","5908","970"
"Adrian Gonzalez","- - -","26.4 %","71.8 %","47.8 %","56.8 %","85.5 %","77.1 %","47.1 %","56.6 %","10.7 %","900",".223",".310","11.4 %","18.2 %","143.4","3631","1908"
"Brad Hawpe","- - -","21.9 %","73.6 %","47.2 %","52.4 %","78.4 %","72.3 %","49.0 %","59.5 %","12.9 %","756",".211",".337","12.9 %","23.1 %","57.8","3153","1885"
"Mike Sweeney","- - -","25.0 %","77.0 %","51.2 %","63.9 %","87.8 %","82.0 %","50.3 %","38.8 %","9.1 %","1177",".197",".302","9.2 %","10.7 %","115.7","4434","634"
"Troy Tulowitzki","Rockies","23.5 %","63.2 %","43.7 %","70.3 %","88.4 %","83.6 %","50.8 %","59.9 %","7.1 %","608",".205",".319","9.5 %","16.9 %","41.2","2368","3531"
"Ryan Klesko","- - -","19.2 %","72.7 %","44.8 %","55.8 %","86.1 %","79.4 %","48.0 %","37.1 %","9.2 %","880",".204",".294","13.8 %","14.8 %","134.6","3744","1041"
"Paul Konerko","White Sox","20.8 %","64.3 %","42.7 %","58.3 %","88.9 %","81.6 %","50.5 %","47.0 %","7.8 %","1662",".223",".286","10.0 %","14.7 %","181.5","6713","242"
"Carlos Gonzalez","- - -","33.5 %","69.7 %","50.4 %","55.3 %","88.4 %","76.7 %","46.7 %","59.3 %","11.6 %","349",".220",".355","6.4 %","22.5 %","27.7","1269","7287"
"Mike Piazza","- - -","20.7 %","71.4 %","47.2 %","49.9 %","85.1 %","77.7 %","52.3 %","39.2 %","10.4 %","927",".227",".292","10.3 %","15.0 %","120.4","3670","893"
"Juan Gonzalez","- - -","29.1 %","76.4 %","53.2 %","46.4 %","86.4 %","75.7 %","50.9 %","24.7 %","12.9 %","515",".232",".318","6.0 %","17.4 %","50.8","1872","1251"
"Erubiel Durazo","- - -","19.0 %","67.4 %","42.7 %","47.0 %","86.0 %","77.1 %","49.0 %","42.4 %","9.6 %","496",".201",".308","13.3 %","18.3 %","59.2","2106","1413"
"Cliff Floyd","- - -","23.5 %","77.3 %","50.6 %","47.6 %","83.8 %","75.5 %","50.5 %","42.2 %","12.2 %","1040",".217",".305","10.4 %","17.2 %","128.4","4232","518"
"Jayson Werth","- - -","20.2 %","59.1 %","39.8 %","59.4 %","82.5 %","76.6 %","50.3 %","53.9 %","9.3 %","684",".210",".333","12.3 %","24.7 %","84.3","2939","1327"
"David Segui","- - -","20.6 %","75.5 %","47.5 %","46.6 %","86.0 %","77.2 %","49.0 %","15.9 %","10.8 %","384",".156",".351","10.2 %","16.2 %","36.4","1405","169"
"Carlos Beltran","- - -","19.5 %","65.8 %","42.4 %","61.7 %","89.5 %","83.0 %","49.4 %","45.2 %","7.1 %","1551",".218",".298","11.2 %","15.6 %","164.3","6346","589"
"Justin Morneau","Twins","30.2 %","71.2 %","49.5 %","63.3 %","88.8 %","80.5 %","47.0 %","58.3 %","9.4 %","995",".226",".295","10.0 %","15.1 %","119.3","3949","1737"
"Josh Willingham","- - -","18.0 %","62.9 %","40.2 %","54.2 %","86.3 %","79.0 %","49.5 %","57.2 %","8.4 %","588",".210",".300","11.6 %","19.8 %","72.0","2603","2103"
"Hideki Matsui","- - -","16.6 %","63.1 %","39.9 %","64.5 %","90.7 %","85.2 %","50.0 %","54.6 %","5.9 %","1109",".190",".304","11.0 %","13.3 %","134.4","4378","1659"
"Luke Scott","- - -","23.8 %","72.6 %","46.7 %","51.3 %","85.3 %","76.1 %","47.0 %","57.6 %","11.0 %","546",".235",".300","11.2 %","20.0 %","61.0","2322","3469"
"Jack Cust","- - -","16.6 %","64.8 %","39.0 %","40.3 %","75.1 %","67.1 %","46.4 %","53.7 %","12.8 %","462",".207",".338","17.3 %","31.7 %","72.6","2311","1564"
"Andre Ethier","Dodgers","26.7 %","68.0 %","46.9 %","61.5 %","91.1 %","82.5 %","49.0 %","58.5 %","8.1 %","722",".200",".318","9.6 %","16.0 %","84.9","2814","6265"
"Derek Jeter","Yankees","20.3 %","73.3 %","47.5 %","60.7 %","89.4 %","83.4 %","51.4 %","48.2 %","7.9 %","2119",".135",".351","8.8 %","14.3 %","217.3","7662","826"
"David Justice","- - -","12.1 %","66.7 %","39.9 %","53.9 %","88.1 %","83.0 %","51.0 %","16.7 %","6.8 %","348",".219",".277","13.3 %","15.8 %","39.9","1516","923"
"Nomar Garciaparra","- - -","26.4 %","83.4 %","56.5 %","58.8 %","90.6 %","83.6 %","52.9 %","50.2 %","9.2 %","1132",".189",".308","6.9 %","8.6 %","99.7","4042","190"
"Jeremy Giambi","- - -","15.1 %","66.5 %","39.8 %","52.0 %","79.8 %","74.3 %","48.0 %","22.9 %","10.2 %","277",".190",".307","15.4 %","21.6 %","35.6","1299","913"
"Tim Salmon","Angels","17.1 %","72.2 %","45.1 %","43.1 %","84.8 %","77.0 %","50.8 %","32.0 %","10.3 %","659",".193",".304","13.5 %","18.6 %","76.8","2900","32"
"Brian McCann","Braves","26.3 %","69.8 %","46.8 %","67.8 %","90.3 %","83.6 %","47.2 %","55.3 %","7.6 %","752",".200",".302","9.3 %","13.6 %","75.9","2938","4810"
"Richie Sexson","- - -","20.3 %","72.9 %","45.8 %","41.6 %","78.5 %","70.0 %","48.4 %","40.3 %","13.7 %","1107",".244",".293","11.2 %","23.6 %","125.5","4885","709"
"Dustin Pedroia","Red Sox","23.9 %","60.1 %","42.4 %","84.4 %","95.1 %","92.2 %","51.2 %","56.2 %","3.3 %","667",".156",".310","8.7 %","7.4 %","51.6","2470","8370"
"Shawn Green","- - -","21.7 %","73.2 %","47.5 %","53.7 %","86.2 %","78.8 %","50.0 %","40.9 %","10.0 %","1285",".207",".300","10.4 %","15.5 %","136.9","5197","651"
"Grady Sizemore","Indians","19.3 %","65.1 %","42.8 %","57.7 %","88.6 %","81.8 %","51.3 %","56.1 %","7.7 %","888",".204",".315","11.0 %","19.5 %","103.8","3752","2197"
"Carlos Quentin","- - -","27.6 %","76.0 %","50.6 %","56.5 %","85.5 %","77.2 %","47.4 %","59.1 %","11.5 %","422",".236",".251","9.2 %","15.5 %","38.1","1949","6274"
"Aramis Ramirez","- - -","26.1 %","75.2 %","50.9 %","61.2 %","87.5 %","80.9 %","50.6 %","50.2 %","9.7 %","1546",".223",".288","7.2 %","13.5 %","120.2","5993","1002"
"Nick Markakis","Orioles","22.6 %","62.9 %","42.5 %","75.4 %","91.0 %","86.8 %","49.4 %","56.8 %","5.6 %","891",".165",".329","9.9 %","14.5 %","75.5","3369","5930"
"Victor Martinez","- - -","22.5 %","64.7 %","43.1 %","73.7 %","92.0 %","87.1 %","48.8 %","55.7 %","5.5 %","1120",".170",".312","9.7 %","11.4 %","106.1","4224","393"
"Bernie Williams","Yankees","15.0 %","66.4 %","41.0 %","52.9 %","89.2 %","82.6 %","50.5 %","37.9 %","7.1 %","1038",".177",".305","11.5 %","12.9 %","105.2","4128","857"
"Pat Burrell","- - -","17.5 %","63.2 %","39.9 %","52.4 %","84.7 %","77.4 %","49.0 %","46.5 %","8.9 %","1351",".221",".297","14.3 %","23.8 %","138.2","6301","949"
"Carlos Pena","- - -","22.7 %","72.0 %","45.7 %","45.4 %","78.4 %","69.6 %","46.6 %","56.5 %","13.8 %","871",".249",".279","13.5 %","26.3 %","123.1","4296","934"
"Dan Uggla","Marlins","20.4 %","65.8 %","42.4 %","46.9 %","82.0 %","73.3 %","48.5 %","58.0 %","11.3 %","771",".224",".302","10.8 %","22.5 %","74.1","3372","3442"
"Ryan Zimmerman","Nationals","23.8 %","59.7 %","41.5 %","62.7 %","88.9 %","81.3 %","49.4 %","57.7 %","7.7 %","833",".196",".318","9.2 %","16.9 %","77.6","3229","4220"
"Andrew McCutchen","Pirates","20.1 %","57.3 %","38.6 %","65.1 %","90.2 %","83.6 %","49.7 %","57.1 %","6.3 %","287",".172",".318","10.8 %","15.0 %","32.0","1146","9847"
"Geovany Soto","Cubs","18.3 %","63.2 %","40.2 %","46.7 %","85.0 %","76.1 %","48.8 %","56.9 %","9.5 %","329",".202",".310","12.6 %","21.0 %","25.5","1426","3707"
"Richard Hidalgo","- - -","19.1 %","68.7 %","45.0 %","52.4 %","84.4 %","77.9 %","52.3 %","36.1 %","9.9 %","759",".230",".294","8.8 %","19.2 %","55.3","3179","561"
"Ken Griffey Jr.","- - -","21.2 %","69.6 %","44.6 %","58.5 %","87.7 %","80.5 %","48.3 %","40.5 %","8.6 %","1039",".231",".270","12.2 %","17.2 %","83.5","4616","327"
"Morgan Ensberg","- - -","14.0 %","68.0 %","41.7 %","42.8 %","84.8 %","77.9 %","51.3 %","57.3 %","9.2 %","579",".205",".280","12.9 %","16.9 %","52.0","2580","556"
"Fred McGriff","- - -","18.0 %","75.0 %","46.2 %","42.2 %","85.6 %","77.0 %","49.5 %","25.6 %","10.5 %","544",".205",".299","11.5 %","18.2 %","47.7","2255","293"
"Jermaine Dye","- - -","20.5 %","63.0 %","42.4 %","58.2 %","86.2 %","79.6 %","51.5 %","42.1 %","8.6 %","1406",".223",".293","8.8 %","17.9 %","105.9","5722","911"
"Trot Nixon","- - -","15.1 %","67.1 %","41.0 %","42.9 %","88.8 %","80.2 %","49.7 %","37.3 %","8.1 %","883",".190",".302","12.0 %","16.3 %","73.9","3745","204"
"Robinson Cano","Yankees","31.8 %","72.2 %","52.0 %","71.9 %","94.9 %","87.9 %","50.2 %","61.2 %","6.3 %","1075",".180",".322","5.0 %","11.0 %","81.7","3732","3269"
"Mike Napoli","Angels","23.1 %","63.9 %","42.4 %","51.2 %","78.9 %","70.9 %","47.3 %","56.1 %","12.3 %","389",".234",".293","11.1 %","25.7 %","44.7","1804","3057"
"Nick Swisher","- - -","19.0 %","62.3 %","39.4 %","53.6 %","85.1 %","77.1 %","47.1 %","53.6 %","9.0 %","802",".217",".286","13.2 %","21.4 %","82.6","3754","4599"
"Nelson Cruz","- - -","26.9 %","72.3 %","48.7 %","53.8 %","79.9 %","72.4 %","47.9 %","60.4 %","13.3 %","387",".229",".308","8.5 %","22.0 %","24.6","1571","2434"
"Phil Nevin","- - -","20.2 %","70.3 %","45.7 %","47.7 %","80.9 %","73.8 %","51.0 %","35.0 %","11.9 %","852",".206",".318","9.7 %","21.2 %","88.0","3414","1049"
"John Vander Wal","- - -","20.9 %","68.9 %","45.1 %","49.8 %","79.1 %","72.4 %","50.4 %","21.9 %","12.4 %","384",".204",".328","12.8 %","23.8 %","30.9","1662","853"
"Pablo Sandoval","Giants","42.9 %","80.5 %","57.7 %","76.6 %","88.5 %","83.1 %","39.4 %","62.2 %","9.6 %","390",".179",".325","7.3 %","12.7 %","37.0","1403","5409"
"John Olerud","- - -","10.9 %","59.6 %","35.8 %","57.6 %","92.6 %","87.4 %","51.1 %","31.2 %","4.5 %","805",".152",".300","13.6 %","11.3 %","85.2","3356","1093"
"Ian Kinsler","Rangers","21.9 %","65.8 %","44.0 %","68.7 %","92.9 %","86.9 %","50.3 %","58.0 %","5.7 %","668",".186",".293","9.6 %","12.8 %","42.3","2723","6195"
"Carlos Lee","- - -","24.3 %","70.0 %","47.6 %","68.2 %","91.6 %","85.8 %","51.0 %","47.9 %","6.7 %","1823",".211",".284","7.5 %","11.5 %","133.9","7001","243"
"Craig Wilson","- - -","25.7 %","70.0 %","47.9 %","41.6 %","76.9 %","67.4 %","50.0 %","57.3 %","15.5 %","527",".211",".335","8.6 %","27.8 %","44.4","2311","1015"
"Corey Koskie","- - -","19.3 %","69.2 %","44.1 %","47.8 %","81.1 %","73.8 %","49.8 %","36.7 %","11.5 %","826",".186",".320","11.8 %","20.2 %","62.7","3527","738"
"Kendrys Morales","Angels","31.7 %","64.9 %","46.6 %","63.9 %","89.3 %","79.8 %","45.0 %","55.2 %","9.2 %","323",".217",".301","6.9 %","16.5 %","26.1","1240","8610"
"Brad Fullmer","- - -","21.3 %","77.5 %","50.6 %","61.0 %","88.2 %","82.7 %","52.1 %","26.3 %","8.7 %","532",".218",".283","7.3 %","12.4 %","33.3","2101","13"
"Justin Upton","Diamondbacks","23.4 %","65.9 %","43.6 %","53.6 %","79.7 %","72.4 %","47.6 %","56.6 %","12.0 %","413",".199",".345","10.6 %","25.9 %","22.2","1728","5222"
"Billy Butler","Royals","24.8 %","63.8 %","43.5 %","66.6 %","90.6 %","83.5 %","47.9 %","54.7 %","7.1 %","590",".158",".325","8.5 %","13.4 %","41.1","2188","7399"
"Mo Vaughn","- - -","17.2 %","70.2 %","43.8 %","33.5 %","80.3 %","71.1 %","50.2 %","26.1 %","12.6 %","308",".208",".314","11.1 %","25.5 %","21.3","1366","899"
"Jose Vidro","- - -","20.6 %","67.5 %","44.2 %","73.1 %","92.2 %","87.7 %","50.2 %","41.4 %","5.4 %","1287",".149",".316","8.7 %","9.5 %","76.4","4747","802"
"Raul Ibanez","- - -","21.3 %","67.4 %","44.7 %","64.3 %","87.0 %","81.7 %","50.8 %","51.1 %","8.1 %","1577",".194",".309","8.9 %","15.5 %","121.1","6140","607"
"Curtis Granderson","- - -","21.9 %","62.2 %","41.9 %","52.3 %","86.7 %","77.7 %","49.6 %","56.4 %","9.3 %","817",".213",".314","9.6 %","21.4 %","59.6","3424","4747"
"Dmitri Young","- - -","29.5 %","79.2 %","54.4 %","52.4 %","85.5 %","76.6 %","50.2 %","41.8 %","12.6 %","1018",".192",".321","7.5 %","16.6 %","67.7","3843","505"
"Andruw Jones","- - -","23.3 %","71.4 %","46.9 %","46.2 %","80.1 %","71.5 %","49.1 %","45.1 %","13.3 %","1404",".236",".270","10.4 %","19.8 %","100.3","6283","96"
"Andres Galarraga","- - -","26.6 %","76.0 %","50.2 %","43.5 %","77.5 %","68.1 %","47.8 %","22.4 %","15.9 %","412",".194",".339","7.1 %","23.8 %","24.0","1631","1390"
"Martin Prado","Braves","22.5 %","57.3 %","40.2 %","76.7 %","94.5 %","89.6 %","50.9 %","56.8 %","4.2 %","423",".147",".336","6.9 %","12.3 %","30.4","1519","3312"
"Geoff Jenkins","- - -","28.0 %","78.2 %","52.5 %","46.5 %","81.7 %","72.1 %","48.8 %","44.8 %","14.4 %","1093",".215",".322","8.1 %","23.2 %","63.6","4476","690"
"Alfonso Soriano","- - -","34.6 %","74.5 %","54.0 %","51.7 %","84.9 %","74.0 %","48.7 %","53.2 %","13.9 %","1633",".232",".306","6.0 %","20.4 %","100.2","6400","847"
"Hunter Pence","Astros","29.4 %","71.2 %","49.7 %","58.8 %","85.6 %","77.5 %","48.6 %","62.8 %","11.2 %","645",".194",".319","6.8 %","17.8 %","46.0","2431","8252"
"Kevin Millar","- - -","20.0 %","66.2 %","43.8 %","61.7 %","91.0 %","84.5 %","51.6 %","49.8 %","6.8 %","1183",".181",".297","10.5 %","15.6 %","81.9","4972","529"
"Milton Bradley","- - -","17.8 %","72.3 %","44.9 %","51.4 %","85.1 %","78.4 %","49.7 %","50.8 %","9.6 %","954",".170",".318","11.9 %","19.3 %","72.6","4066","369"
"Adam LaRoche","- - -","23.6 %","68.3 %","45.3 %","52.0 %","86.6 %","77.3 %","48.7 %","57.8 %","10.2 %","933",".216",".315","9.2 %","22.4 %","59.3","3845","1904"
"Bill Mueller","- - -","13.3 %","69.0 %","42.9 %","64.9 %","93.1 %","89.0 %","53.2 %","39.9 %","4.7 %","772",".153",".305","10.6 %","11.0 %","45.4","3091","295"
"Josh Phelps","- - -","24.3 %","72.3 %","48.4 %","37.5 %","79.4 %","69.0 %","50.2 %","60.7 %","15.0 %","380",".199",".337","7.5 %","25.6 %","22.9","1552","1318"
"Mark Reynolds","Diamondbacks","25.1 %","72.0 %","47.1 %","43.0 %","70.5 %","62.7 %","46.9 %","60.1 %","17.5 %","480",".241",".323","11.4 %","33.6 %","21.8","2285","7619"
"Ryan Ludwick","- - -","25.5 %","71.2 %","48.2 %","53.9 %","84.0 %","76.0 %","49.7 %","59.6 %","11.5 %","573",".210",".309","8.5 %","22.5 %","47.1","2416","1260"
"Frank Catalanotto","- - -","21.3 %","63.7 %","43.6 %","73.8 %","93.5 %","89.0 %","52.6 %","45.1 %","4.8 %","966",".151",".314","8.1 %","10.7 %","45.0","3714","1241"
"Eric Chavez","Athletics","23.4 %","67.5 %","45.3 %","63.8 %","83.8 %","78.6 %","49.8 %","43.5 %","9.6 %","1174",".215",".286","10.4 %","17.4 %","89.9","4955","906"
"Aubrey Huff","- - -","24.3 %","65.9 %","44.7 %","61.5 %","91.1 %","82.9 %","49.0 %","50.8 %","7.5 %","1556",".193",".293","8.3 %","13.2 %","99.7","6112","1213"
"Casey McGehee","- - -","25.7 %","66.1 %","45.0 %","72.4 %","87.7 %","83.1 %","47.8 %","61.0 %","7.5 %","285",".182",".313","7.7 %","16.3 %","19.5","1089","6086"
"Russell Branyan","- - -","24.9 %","76.8 %","48.8 %","40.0 %","71.7 %","63.0 %","46.1 %","47.1 %","17.9 %","649",".258",".298","11.9 %","32.9 %","53.2","3206","370"
"Kelly Johnson","- - -","22.6 %","66.0 %","43.7 %","56.5 %","88.7 %","80.2 %","48.6 %","57.3 %","8.7 %","605",".178",".318","11.0 %","19.7 %","35.2","2573","2234"
"Johnny Damon","- - -","20.3 %","64.9 %","43.5 %","68.2 %","92.0 %","86.6 %","52.0 %","43.9 %","5.8 %","1891",".152",".309","9.8 %","11.5 %","94.2","7380","185"
"Ray Lankford","- - -","14.6 %","70.0 %","43.6 %","48.1 %","77.7 %","73.0 %","52.3 %","19.2 %","11.6 %","294",".214",".322","13.6 %","29.1 %","19.2","1406","1044"
